"GeneID","geneSymbol","max_abs_dPSI","best_dPSI","min_FDR","n_events","event_types"
"ENSMUSG00000085614","1700123M08Rik",0.39,0.39,0.0132504950684443,1,"SE"
"ENSMUSG00000028796","Phc2",0.202,-0.202,0.0134963564687648,1,"SE"
"ENSMUSG00000021495","Fam193b",0.11,-0.11,0.0136010293468498,1,"SE"
"ENSMUSG00000025950","Idh1",0.307,-0.307,0.0136083580405798,1,"SE"
"ENSMUSG00000021809","Nudt13",0.16,-0.16,0.0136679814968435,2,"SE,RI"
"ENSMUSG00000002372","Ranbp3",0.203,-0.203,0.0137483619244102,1,"RI"
"ENSMUSG00000078495","Zfp984",0.144,-0.144,0.0140527721358244,1,"A3SS"
"ENSMUSG00000040219","Ttc12",0.118,-0.118,0.0140610320603552,1,"RI"
"ENSMUSG00000026737","Pip4k2a",0.154,-0.154,0.01412193452692,1,"SE"
"ENSMUSG00000028631","Kcnq4",0.294,0.294,0.01412193452692,1,"SE"
"ENSMUSG00000026848","Tor1b",0.109,-0.109,0.0141484195638019,1,"A3SS"
"ENSMUSG00000034071","Zfp551",0.184,-0.184,0.0141996762987254,1,"SE"
"ENSMUSG00000086453","Gm11457",0.429,-0.429,0.0144473357528274,3,"SE"
"ENSMUSG00000021838","Samd4",0.15,-0.15,0.0145516858827349,1,"SE"
"ENSMUSG00000091474","2610021A01Rik",0.186,-0.186,0.015151126219211,1,"SE"
"ENSMUSG00000029221","Slc30a9",0.167,0.167,0.0153099151197837,1,"SE"
"ENSMUSG00000038495","Otud7b",0.199,-0.199,0.0155706629504126,3,"SE,MXE"
"ENSMUSG00000027001","Dusp19",0.124,0.124,0.015593042477189,1,"SE"
"ENSMUSG00000027207","Galk2",0.194,0.194,0.0156035339710719,1,"SE"
"ENSMUSG00000091617","Gm3752",0.117,-0.117,0.0157594179638082,1,"SE"
"ENSMUSG00000034858","Atosa",0.189,-0.189,0.0158739276145406,1,"A5SS"
"ENSMUSG00000030232","Aebp2",0.121,0.121,0.0159512119306896,1,"MXE"
"ENSMUSG00000030834","Abcc6",0.236,0.236,0.0159512119306896,1,"MXE"
"ENSMUSG00000074652","Myh7b",0.16,0.16,0.0162912594168694,1,"SE"
"ENSMUSG00000028744","Slc66a1",0.155,-0.155,0.0162967028752829,1,"SE"
"ENSMUSG00000048652","Samd13",0.377,0.377,0.0163937500737733,2,"SE"
"ENSMUSG00000020250","Txnrd1",0.218,-0.218,0.0166968571772713,1,"SE"
"ENSMUSG00000021902","Phf7",0.123,0.123,0.0166968571772713,2,"SE,MXE"
"ENSMUSG00000001053","N4bp3",0.176,0.176,0.0167201831173847,1,"SE"
"ENSMUSG00000028033","Kcnq5",0.353,0.353,0.016825005150273,1,"SE"
"ENSMUSG00000087433","Gm14167",0.264,-0.264,0.0168899261442235,1,"RI"
"ENSMUSG00000029472","Anapc5",0.108,-0.108,0.017049232510006,1,"RI"
"ENSMUSG00000034175","Rhbdd3",0.149,0.149,0.0170704788867907,1,"A3SS"
"ENSMUSG00000022487","Gtsf1",0.166,-0.166,0.0171446500513668,1,"SE"
"ENSMUSG00000064179","Tnnt1",0.147,0.147,0.0172471027025576,1,"SE"
"ENSMUSG00000018669","Cdk5rap3",0.182,-0.182,0.0174394557522156,1,"A3SS"
"ENSMUSG00000001034","Mapk7",0.186,-0.186,0.0174623359158914,1,"RI"
"ENSMUSG00000071291","Zfp58",0.104,-0.104,0.0175637429423673,1,"SE"
"ENSMUSG00000037816","Fbxw17",0.128,-0.128,0.01766834772842,2,"A5SS"
"ENSMUSG00000028919","Arhgef19",0.18,-0.18,0.0177267819373497,1,"SE"
"ENSMUSG00000027722","Spata5",0.103,0.103,0.0179975902670082,1,"MXE"
"ENSMUSG00000020680","Taf15",0.286,-0.286,0.0183158647410083,1,"SE"
"ENSMUSG00000032258","Lca5",0.199,0.199,0.0183381996178987,1,"SE"
"ENSMUSG00000029127","Zbtb49",0.149,0.149,0.0184201484295281,2,"SE,MXE"
"ENSMUSG00000026388","3110009E18Rik",0.198,-0.198,0.0185740824326234,3,"SE,MXE"
"ENSMUSG00000025420","Katnal2",0.151,0.151,0.0186055058252705,1,"SE"
"ENSMUSG00000003341","Atp8b3",0.173,-0.173,0.0187672394803098,1,"SE"
"ENSMUSG00000028901","Gmeb1",0.113,0.113,0.0187867579711015,1,"MXE"
"ENSMUSG00000032412","Atp1b3",0.144,-0.144,0.0190141447503712,1,"SE"
"ENSMUSG00000006301","Tmbim1",0.154,-0.154,0.0190393455686343,1,"RI"
"ENSMUSG00000054894","Dmac2l",0.126,0.126,0.0190657268400384,1,"SE"
"ENSMUSG00000019732","Calr3",0.128,0.128,0.0194428294906984,1,"SE"
"ENSMUSG00000041225","Arhgap12",0.105,0.105,0.0196174305361452,1,"SE"
"ENSMUSG00000038781","Stap2",0.227,-0.227,0.019853568511796,1,"RI"
"ENSMUSG00000036962","Cfap221",0.234,0.234,0.0201326465855434,1,"MXE"
"ENSMUSG00000061411","Nol4l",0.133,0.133,0.0204187046445983,1,"A5SS"
"ENSMUSG00000034377","Tulp4",0.184,0.184,0.0204387930651285,1,"SE"
"ENSMUSG00000026648","Dclre1c",0.209,-0.209,0.0205337653677248,2,"SE"
"ENSMUSG00000020646","Mboat2",0.22,-0.22,0.0205790201384674,1,"SE"
"ENSMUSG00000036639","Nudt1",0.122,0.122,0.0206178233682496,1,"SE"
"ENSMUSG00000033249","Hsf4",0.123,0.123,0.0208965680040486,1,"MXE"
"ENSMUSG00000029823","Luc7l2",0.18,0.18,0.020952190180818,2,"SE"
"ENSMUSG00000054640","Slc8a1",0.193,-0.193,0.020952190180818,1,"SE"
"ENSMUSG00000027584","Oprl1",0.118,-0.118,0.0211496733651469,1,"A5SS"
"ENSMUSG00000029730","Mcm7",0.157,-0.157,0.0212838713132843,1,"A3SS"
"ENSMUSG00000022708","Zbtb20",0.351,0.351,0.0213783466555872,4,"SE,MXE"
"ENSMUSG00000019088","Dnase1l1",0.162,0.162,0.0214205341903347,1,"MXE"
"ENSMUSG00000034401","Spata6",0.11,0.11,0.0214906933101873,1,"SE"
"ENSMUSG00000060510","Zfp266",0.254,0.254,0.0215538923295442,1,"SE"
"ENSMUSG00000024273","2700062C07Rik",0.102,-0.102,0.0216985677542389,1,"SE"
"ENSMUSG00000040669","Phc1",0.108,-0.108,0.0216985677542389,1,"SE"
"ENSMUSG00000015452","Ager",0.219,0.219,0.021763533052167,1,"RI"
"ENSMUSG00000003119","Cdk12",0.185,0.185,0.0218351815697566,1,"SE"
"ENSMUSG00000034903","Cobll1",0.168,0.168,0.0218637941087324,1,"A3SS"
"ENSMUSG00000097589","Dleu2",0.164,-0.164,0.022310666860815,2,"SE,MXE"
"ENSMUSG00000024663","Rab3il1",0.181,0.181,0.0223369181215424,1,"SE"
"ENSMUSG00000033256","Shf",0.133,0.133,0.0225009965177799,1,"SE"
"ENSMUSG00000027677","Ttc14",0.105,-0.105,0.0225209941139902,1,"SE"
"ENSMUSG00000100783","2310047D07Rik",0.307,-0.307,0.0225966095920782,1,"SE"
"ENSMUSG00000026177","Slc11a1",0.102,-0.102,0.0227374019069446,1,"RI"
"ENSMUSG00000030689","Ino80e",0.11,-0.11,0.0227793212156955,1,"RI"
"ENSMUSG00000032735","Ablim3",0.285,0.285,0.0228211594612125,1,"SE"
"ENSMUSG00000033543","Gtf2a2",0.147,-0.147,0.023014654534906,1,"SE"
"ENSMUSG00000069539","Scyl2",0.109,0.109,0.0231831529907761,1,"A3SS"
"ENSMUSG00000044258","Ctla2a",0.112,-0.112,0.0232270650174256,1,"A5SS"
"ENSMUSG00000037369","Kdm6a",0.129,-0.129,0.0232337443460322,1,"MXE"
"ENSMUSG00000044966","Fbxo48",0.156,-0.156,0.0232611548690595,1,"RI"
"ENSMUSG00000059475","Zfp426",0.126,0.126,0.0233576763524912,1,"SE"
"ENSMUSG00000060477","Irak2",0.113,-0.113,0.0233905520350226,1,"SE"
"ENSMUSG00000022420","Dnal4",0.119,0.119,0.023789401793687,1,"SE"
"ENSMUSG00000022099","Dmtn",0.117,-0.117,0.0239082351189277,1,"SE"
"ENSMUSG00000030346","Rad51ap1",0.108,0.108,0.0240451169030378,1,"A3SS"
"ENSMUSG00000092335","Zfp977",0.123,0.123,0.0247128369656847,1,"SE"
"ENSMUSG00000069135","Cep43",0.104,-0.104,0.0251067285653443,1,"SE"
"ENSMUSG00000048000","Gigyf2",0.202,0.202,0.0251771867460651,1,"SE"
"ENSMUSG00000041890","Git2",0.106,-0.106,0.0251831512160118,1,"SE"
"ENSMUSG00000089798","1700028K03Rik",0.298,-0.298,0.0254624762953179,1,"MXE"
"ENSMUSG00000039501","Znfx1",0.125,0.125,0.0256360104386419,1,"MXE"
"ENSMUSG00000031485","Plpbp",0.104,-0.104,0.0262141185110006,1,"SE"
"ENSMUSG00000110605","Gm32856",0.253,-0.253,0.0262514941996564,1,"SE"
"ENSMUSG00000027550","Lrrcc1",0.119,0.119,0.0263328851166317,1,"SE"
"ENSMUSG00000024150","Mcfd2",0.284,-0.284,0.026485511386097,1,"SE"
"ENSMUSG00000039318","Rab3gap2",0.128,-0.128,0.0264892947809603,1,"RI"
"ENSMUSG00000015790","Surf1",0.159,-0.159,0.0268324631261363,2,"RI"
"ENSMUSG00000026825","Dnm1",0.104,-0.104,0.0269272889583834,1,"SE"
"ENSMUSG00000062007","Hsh2d",0.188,-0.188,0.0269588121902741,1,"MXE"
"ENSMUSG00000021917","Spcs1",0.149,-0.149,0.027075756776012,1,"RI"
"ENSMUSG00000023393","Slc17a9",0.269,-0.269,0.027300807172204,2,"RI"
"ENSMUSG00000025816","Sec61a2",0.139,-0.139,0.0273040553546727,2,"SE"
"ENSMUSG00000034006","Slc66a2",0.121,-0.121,0.0273691314620483,1,"SE"
"ENSMUSG00000018986","Slfn3",0.152,-0.152,0.0274917979431201,1,"SE"
"ENSMUSG00000117042","2700054A10Rik",0.143,0.143,0.0275616163753129,1,"SE"
"ENSMUSG00000030852","Tacc2",0.125,0.125,0.0278695748695838,1,"SE"
"ENSMUSG00000033809","Alg3",0.108,-0.108,0.027935422494031,1,"MXE"
"ENSMUSG00000018334","Ksr1",0.203,0.203,0.028054910620087,1,"SE"
"ENSMUSG00000022517","Mgrn1",0.14,0.14,0.0280652123426945,1,"SE"
"ENSMUSG00000033819","Ppp1r16a",0.114,0.114,0.0280678457845143,1,"SE"
"ENSMUSG00000059383","Gfral",0.195,-0.195,0.0281298095176651,1,"SE"
"ENSMUSG00000019320","Noxo1",0.108,0.108,0.0282074062023449,1,"RI"
"ENSMUSG00000026349","Ccnt2",0.131,0.131,0.028811348559065,1,"RI"
"ENSMUSG00000030329","Pianp",0.257,-0.257,0.028811348559065,1,"RI"
"ENSMUSG00000006315","Tmem147",0.195,0.195,0.0289405473261721,1,"SE"
"ENSMUSG00000031502","Col4a1",0.116,0.116,0.029292636882421,1,"SE"
"ENSMUSG00000039958","Etfbkmt",0.132,0.132,0.0297029557121197,1,"SE"
"ENSMUSG00000026853","Crat",0.102,0.102,0.0297295277805289,1,"SE"
"ENSMUSG00000030990","Pgap2",0.105,0.105,0.0297295277805289,1,"SE"
"ENSMUSG00000038807","Rap1gap2",0.148,0.148,0.0299974855054127,1,"SE"
"ENSMUSG00000025261","Huwe1",0.208,-0.208,0.0301232350321887,1,"SE"
"ENSMUSG00000025736","Jmjd8",0.205,0.205,0.0301995625922877,1,"RI"
"ENSMUSG00000028621","Cyb5rl",0.134,-0.134,0.0301995625922877,1,"RI"
"ENSMUSG00000111058","Gm36033",0.411,-0.411,0.0302050280655403,1,"SE"
"ENSMUSG00000061911","Myt1l",0.116,-0.116,0.0304639655951199,1,"A5SS"
"ENSMUSG00000024118","Tedc2",0.145,-0.145,0.0305090331078632,1,"RI"
"ENSMUSG00000051527","Usp29",0.2,-0.2,0.0308499708084042,1,"SE"
"ENSMUSG00000034300","Fam53c",0.116,0.116,0.0308739966550389,2,"MXE"
"ENSMUSG00000006219","Fblim1",0.11,0.11,0.031043434610178,1,"A3SS"
"ENSMUSG00000087120","Gm12279",0.295,-0.295,0.0311083875855001,1,"A3SS"
"ENSMUSG00000028760","Eif4g3",0.183,-0.183,0.0311196585059158,1,"SE"
"ENSMUSG00000052446","Zfp961",0.115,0.115,0.031141844002088,1,"SE"
"ENSMUSG00000041477","Dcp1b",0.123,-0.123,0.0317820949335006,1,"RI"
"ENSMUSG00000048677","Tpcn2",0.124,-0.124,0.031784210700594,2,"SE"
"ENSMUSG00000028550","Atg4c",0.143,0.143,0.0321221891972023,1,"SE"
"ENSMUSG00000029538","Srsf9",0.109,0.109,0.0321221891972023,1,"SE"
"ENSMUSG00000079011","Gm11033",0.222,0.222,0.0321221891972023,1,"SE"
"ENSMUSG00000022552","Sharpin",0.154,0.154,0.0321576930219742,1,"A3SS"
"ENSMUSG00000040434","Large2",0.125,-0.125,0.0323421228610287,1,"A5SS"
"ENSMUSG00000070031","Sp140",0.183,-0.183,0.0326254926426773,1,"SE"
"ENSMUSG00000056185","Snx32",0.133,-0.133,0.0326657820625489,1,"RI"
"ENSMUSG00000006958","Chrd",0.358,-0.358,0.0326751206765193,1,"SE"
"ENSMUSG00000007570","Fance",0.124,-0.124,0.0327006117687034,1,"SE"
"ENSMUSG00000015093","Clic3",0.2,0.2,0.0328094311721263,1,"RI"
"ENSMUSG00000024889","Rce1",0.296,-0.296,0.0328746213208809,1,"A5SS"
"ENSMUSG00000039952","Dag1",0.104,0.104,0.032972071047514,1,"SE"
"ENSMUSG00000027071","P2rx3",0.104,-0.104,0.0330682285304188,1,"SE"
"ENSMUSG00000096965","3300005D01Rik",0.121,-0.121,0.0333068860500535,1,"SE"
"ENSMUSG00000002845","Tmem39a",0.13,0.13,0.0333520637181057,1,"SE"
"ENSMUSG00000093460","Six3os1",0.122,0.122,0.0333837196332725,1,"RI"
"ENSMUSG00000036503","Rnf13",0.182,-0.182,0.0334761828115718,1,"A3SS"
"ENSMUSG00000055862","Izumo4",0.109,-0.109,0.0337091867878429,1,"RI"
"ENSMUSG00000038005","Hpf1",0.128,-0.128,0.0339266958105778,1,"SE"
"ENSMUSG00000006362","Cbfa2t3",0.124,-0.124,0.0341597244531351,1,"SE"
"ENSMUSG00000115367","Gm33301",0.127,0.127,0.0343529112116606,1,"A3SS"
"ENSMUSG00000039458","Mtmr12",0.132,-0.132,0.0346359512768811,1,"A5SS"
"ENSMUSG00000023051","Tarbp2",0.142,-0.142,0.0347496144419432,1,"SE"
"ENSMUSG00000043831","Lysmd4",0.106,0.106,0.0348177002792262,1,"SE"
"ENSMUSG00000021832","Psmc6",0.2,-0.2,0.0355883330525339,1,"SE"
"ENSMUSG00000030660","Pik3c2a",0.115,0.115,0.0355883330525339,1,"SE"
"ENSMUSG00000089736","Tgfbr3l",0.16,-0.16,0.0356460749822249,1,"RI"
"ENSMUSG00000037318","Traf3ip3",0.158,-0.158,0.036013142268828,1,"RI"
"ENSMUSG00000117284","Gm7072",0.141,0.141,0.036465184818851,1,"MXE"
"ENSMUSG00000025728","Pigq",0.281,-0.281,0.0364954119179782,1,"SE"
"ENSMUSG00000042133","Ppig",0.251,-0.251,0.0365275811240257,1,"SE"
"ENSMUSG00000067931","Zfp948",0.106,0.106,0.0365896395497824,1,"MXE"
"ENSMUSG00000039048","Foxred1",0.101,0.101,0.0367540652628854,1,"A3SS"
"ENSMUSG00000021240","Abcd4",0.139,-0.139,0.0368701971837848,1,"RI"
"ENSMUSG00000022469","Rapgef3",0.14,-0.14,0.0369135900595939,1,"A3SS"
"ENSMUSG00000045659","Plekha7",0.228,0.228,0.0371142851659549,1,"SE"
"ENSMUSG00000022498","Txndc11",0.108,0.108,0.0371320194437014,1,"SE"
"ENSMUSG00000029141","Slc4a1ap",0.235,-0.235,0.0374205730114607,1,"A3SS"
"ENSMUSG00000097451","Rian",0.204,-0.204,0.0374559460822644,3,"SE,A5SS,MXE"
"ENSMUSG00000079109","Pms2",0.103,-0.103,0.0378309424905667,1,"A3SS"
"ENSMUSG00000037126","Psd",0.107,-0.107,0.0379609693782597,1,"SE"
"ENSMUSG00000021140","Pcnx",0.124,0.124,0.037963362071852,1,"MXE"
"ENSMUSG00000029055","Plch2",0.244,-0.244,0.0379813928654443,2,"SE,RI"
"ENSMUSG00000057897","Camk2b",0.178,0.178,0.0379841142078612,1,"SE"
"ENSMUSG00000041617","Ccdc74a",0.284,0.284,0.037991969331506,1,"MXE"
"ENSMUSG00000004891","Nes",0.105,-0.105,0.0380907185024513,1,"RI"
"ENSMUSG00000098234","Snhg6",0.233,-0.233,0.0382520656831627,1,"A3SS"
"ENSMUSG00000031842","Pde4c",0.141,-0.141,0.0384195047672438,2,"SE,A3SS"
"ENSMUSG00000001419","Mef2d",0.326,-0.326,0.0389513018178845,1,"SE"
"ENSMUSG00000002227","Mov10",0.141,-0.141,0.0389947359016771,2,"A3SS"
"ENSMUSG00000050994","Adgb",0.259,-0.259,0.0391094494335883,1,"SE"
"ENSMUSG00000038775","Vill",0.141,0.141,0.0392330035078151,1,"SE"
"ENSMUSG00000000440","Pparg",0.362,0.362,0.0392625666580476,1,"MXE"
"ENSMUSG00000097587","4930578M01Rik",0.128,-0.128,0.0392796815597014,1,"SE"
"ENSMUSG00000041420","Meis3",0.101,-0.101,0.0393636814923913,1,"RI"
"ENSMUSG00000032410","Xrn1",0.119,0.119,0.0397507060612154,1,"A5SS"
"ENSMUSG00000022537","Tmem44",0.196,-0.196,0.0398052900054686,1,"RI"
"ENSMUSG00000024347","Psd2",0.264,0.264,0.0398493703690796,1,"A5SS"
"ENSMUSG00000018501","Ncor1",0.106,-0.106,0.0399311448088362,1,"A3SS"
"ENSMUSG00000026005","Rpe",0.126,0.126,0.0400190104513177,1,"A5SS"
"ENSMUSG00000024937","Ehbp1l1",0.101,0.101,0.0402488622227131,1,"MXE"
"ENSMUSG00000037211","Spry1",0.151,-0.151,0.040402602286648,1,"SE"
"ENSMUSG00000018820","Zfyve27",0.131,0.131,0.0409838238074037,1,"SE"
"ENSMUSG00000051343","Rab11fip5",0.117,0.117,0.0409838238074037,1,"SE"
"ENSMUSG00000085058","8030453O22Rik",0.231,0.231,0.0409838238074037,1,"SE"
"ENSMUSG00000002249","Tead3",0.163,-0.163,0.0413207006968057,1,"RI"
"ENSMUSG00000054874","Pcnx3",0.342,0.342,0.0414067167462746,2,"A3SS"
"ENSMUSG00000032280","Tle3",0.105,0.105,0.0415685118354407,1,"A3SS"
"ENSMUSG00000027284","Cdan1",0.264,-0.264,0.0416129966932114,1,"SE"
"ENSMUSG00000000131","Xpo6",0.145,0.145,0.0418041446649541,1,"A5SS"
"ENSMUSG00000026276","Septin2",0.169,-0.169,0.0418270079576347,1,"SE"
"ENSMUSG00000017311","Pyy",0.145,-0.145,0.0419741594246992,1,"A5SS"
"ENSMUSG00000027646","Src",0.119,0.119,0.042033003448259,1,"SE"
"ENSMUSG00000030254","Rad18",0.107,0.107,0.0423353806275362,1,"SE"
"ENSMUSG00000087165","2010001A14Rik",0.105,0.105,0.0428140432341417,1,"SE"
"ENSMUSG00000036167","Pphln1",0.129,-0.129,0.0429116380875512,1,"SE"
"ENSMUSG00000010554","Mettl16",0.133,-0.133,0.0429487944930022,1,"SE"
"ENSMUSG00000039934","Gsap",0.311,-0.311,0.0436133109030647,2,"SE,RI"
"ENSMUSG00000030443","Zfp583",0.118,0.118,0.0437015647088973,1,"A3SS"
"ENSMUSG00000017718","Afmid",0.15,0.15,0.0437265792298268,1,"MXE"
"ENSMUSG00000025571","Tnrc6c",0.141,-0.141,0.0443497477272943,1,"A5SS"
"ENSMUSG00000054770","Kctd18",0.128,0.128,0.0445932509233664,1,"A5SS"
"ENSMUSG00000031078","Cttn",0.138,-0.138,0.0446547946410203,1,"SE"
"ENSMUSG00000029635","Cdk8",0.127,0.127,0.0449989994668416,1,"SE"
"ENSMUSG00000020812","Snhg16",0.184,-0.184,0.0453332482981097,1,"A5SS"
"ENSMUSG00000049550","Clip1",0.128,0.128,0.0466611028216607,1,"SE"
"ENSMUSG00000032497","Lrrfip2",0.142,0.142,0.0469792286023311,1,"MXE"
"ENSMUSG00000021375","Kif13a",0.115,0.115,0.0476513745860557,1,"SE"
"ENSMUSG00000038930","Rccd1",0.149,-0.149,0.0480644844803339,1,"RI"
"ENSMUSG00000031872","Bean1",0.127,0.127,0.0496577035286534,1,"SE"
"ENSMUSG00000091698","Gm6526",0.161,0.161,0.0497167795366929,1,"SE"
"ENSMUSG00000042675","Ypel3",0.36,-0.36,0.049899539693813,1,"SE"
